id,name,type,effects,ailment,flavor,location,thc,cbd,Citrus,Sweet,Earthy,Pine,Skunk,Berry,Lemon,Lime,Blueberry,Strawberry,Mango,Rose,Pepper,Depression,Pain,Insomnia,Stress,Lack of Appetite,Muscle Spasms,Nausea,Inflammation,Relaxed,Happy,Euphoric,Uplifted,Sleepy,Dry Mouth,Focused,Energetic,Paranoid,Anxious,Hungry,Talkative,Creative
1002,Gelato,Hybrid,,,,"Richmond, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Strawberry Tahoe,Hybrid,,,,"Lake Forest, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Blue Diamond,Hybrid,"Euphoric, Relaxed, Happy, Uplifted, Sleepy, Paranoid, Dry Mouth, Anxious","Stress, Depression, Pain","Sweet, Earthy","Lake Forest, CA",1800,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False
1008,Soul Assassin OG,Hybrid,,,,",",1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Dube Dee,Hybrid,,,,"Corona, CA",1900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Dube Doo,Hybrid,,,,"Corona, CA",2400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,King Leet,Hybrid,,,,"Corona, CA",2100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Daking,Hybrid,,,,"Corona, CA",2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Wu Tang,Hybrid,,,,"Santa Monica, CA",1900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Key Lime Sherbert,Hybrid,,,,"Richmond, CA",2300,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Cookie,Hybrid,,,,"Sherman Oaks, CA",1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Monkey Cheese,Hybrid,,,,"Sherman Oaks, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Outside Swiss Tsu,Hybrid,,,,"Los Angeles, CA",600,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,0.1 Swiss Tsu,Hybrid,,,,"Los Angeles, CA",800,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,4.1 Swiss Tsu,Hybrid,,,,"Los Angeles, CA",0,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,4.0 Swiss Tsu,Hybrid,,,,"Los Angeles, CA",100,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Royal Kush,Hybrid,,,,"San Juan Capistrano, CA",1900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Healing Rain M2,Hybrid,,,,"Corona, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Plat. Cookies,Hybrid,,,,"Lake Forest, CA",1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Fireberry,Hybrid,,,,"Lake Forest, CA",2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Fruity Chronic Juice,Hybrid,"Relaxed, Euphoric, Happy, Talkative, Creative, Dry Mouth, Anxious","Lack of Appetite, Pain, Stress, Depression","Citrus, Sweet","Lake Forest, CA",1600,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,True
1029,Tangie,Hybrid,"Happy, Uplifted, Energetic, Euphoric, Relaxed, Dry Mouth, Anxious, Paranoid","Stress, Depression, Pain, Lack of Appetite","Citrus, Orange, Sweet","El Cajon, CA",1400,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False
1030,Sour Tangie,Hybrid,"Happy, Uplifted, Euphoric, Relaxed, Energetic, Dry Mouth, Anxious","Stress, Depression, Pain, Lack of Appetite","Citrus, Orange","El Cajon, CA",1400,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True,True,False,True,False,True,False,True,False,False,False
1031,King Louis OG,Hybrid,,,,"Richmond, CA",1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Bubble Gum (MO),Hybrid,,,,"Venice, CA",1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Sweet Purple (MO),Hybrid,,,,"Venice, CA",1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Atomic Haze (MO),Hybrid,,,,"Venice, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Blue Snow,Hybrid,,,,"Humboldt, CA",1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Monster Cookies,Hybrid,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression","Earthy, Grape, Sweet","Richmond, CA",2100,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False
1040,Head Band,Hybrid,,,,"North Hollywood, CA",2100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Harle 4,Hybrid,,,,"Lancaster, CA",0,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Harle 3,Hybrid,,,,"Lancaster, CA",0,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Harle 2,Hybrid,,,,"Lancaster, CA",0,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Charlie Sheen,Hybrid,,,,"San Diego, CA",100,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Erlich Bachman Slider,Hybrid,,,,"Sherman Oaks, CA",1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Cheese x Lavender,Hybrid,,,,"Sherman Oaks, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Santa Cruz Girl Scout...,Hybrid,,,,"Sherman Oaks, CA",1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Gelato #1,Hybrid,,,,"Richmond, CA",1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Madusa OG,Hybrid,,,,", CA",1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Lemon OG Seeded,Hybrid,,,,"Valley Village, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Cooking Nugs Seeded,Hybrid,,,,"Valley Village, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Biker Kush,Hybrid,,,,"Torrance, CA",1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Purple OG (D),Hybrid,,,,"Venice, CA",2100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,White Berry (W),Hybrid,,,,"Venice, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Nebula 2 (W),Hybrid,,,,"Venice, CA",500,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Santa Sativa (MO),Hybrid,,,,"Venice, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Durga Mata (D),Hybrid,,,,"Venice, CA",1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,HD- Fire Power OG,Hybrid,,,,"Antelope Valley, CA",2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Kactus Jack,Hybrid,,,,"Valley Village, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Blackberry Blizz,Hybrid,,,,"San Juan Capistrano, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Skunk,Hybrid,,,,"Lake Forest, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Mr. Kush,Hybrid,,,,"Lake Forest, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Golden Nugget,Hybrid,,,,"Lake Forest, CA",1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Bio Diesel,Hybrid,,,,"Lake Forest, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Amst. Lucid Bolt (W),Hybrid,,,,"Venice, CA",1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Amst. Belladonna (MO),Hybrid,,,,"Venice, CA",1100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Sky Walker,Hybrid,,,,"Topange, CA",400,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Alien Bubba Berry,Hybrid,,,,"Morongo Basin, CA",800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Twizzler,Hybrid,,,,"Morongo Basin, CA",900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Quin- n- Tonic,Hybrid,,,,"Morongo Basin, CA",1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Thin Mint Girl Scout...,Hybrid,,,,"Antelope Valley, CA",1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,O.D. Sunset Sherbert,Hybrid,,,,"Richmond, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Honey Bud,Hybrid,,,,"Richmond, CA",2700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Training Day,Hybrid,"Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Anxious","Insomnia, Pain, Stress, Depression, Muscle Spasms","Earthy, Pine","Richmond, CA",1700,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True,True,False,False
1100,SHE- Private Reserve,Hybrid,,,,"Baltimore, MD",1900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Fire OG PreRoll,Hybrid,,,,"Humboldt, CA",1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Pinnacle OG,Hybrid,,,,"Lake Forest, CA",2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Purple Jack,Hybrid,,,,"Lake Forest, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,O.D. Miranda,Hybrid,,,,"Richmond, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,O.D. Girl Scout Cookies,Hybrid,,,,"Richmond, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Blueberry Candyland,Hybrid,,,,"Richmond, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Candy Jack,Hybrid,"Happy, Uplifted, Energetic, Euphoric, Creative, Dry Mouth, Anxious, Paranoid","Stress, Depression, Lack of Appetite","Sweet, Citrus, Pine","Lake Forest, CA",1300,0,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True
1111,White Fire,Hybrid,,,,"Lake Forest, CA",2100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Eagle Eye 1400,Hybrid,,,,"Valley Village, CA",900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Eagle Eye 1350,Hybrid,,,,"Valley Village, CA",900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Northern Lights #5 x...,Hybrid,,,,"San Juan Capistrano, CA",1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Silver Berry Haze,Hybrid,,,,"Lake Forest, CA",1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Flower Bomb,Hybrid,,,,"Richmond, CA",1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Kosher Kush,Hybrid,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious","Pain, Stress, Depression, Insomnia, Lack of Appetite",Earthy,"Valencia, CA, CA",800,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False
1120,Green Ribbon,Hybrid,,,,"Richmond, CA",1900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,JP-08272015,Hybrid,,,,"Topange, CA",0,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Platinum Euphoria #1,Hybrid,,,,"Bakersfield, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Madman OG,Hybrid,,,,"Lake Forest, CA",1900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Caveman Cat-nip,Hybrid,,,,"Corona, CA",2100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Healing Rain (DI),Hybrid,,,,"Corona, CA",2300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Purple Fire,Hybrid,,,,"Richmond, CA",1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Swiss Tsu 5,Hybrid,,,,"Los Angeles, CA",500,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Swiss Tsu 1,Hybrid,,,,"Los Angeles, CA",0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Swiss Tsu 4,Hybrid,,,,"Los Angeles, CA",0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Swiss Tsu 3,Hybrid,,,,"Los Angeles, CA",0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Swiss Tsu 2,Hybrid,,,,"Los Angeles, CA",0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,SFV Alien,Hybrid,,,,"Lake Forest, CA",2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Blue Bubble,Hybrid,,,,"Richmond, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,GS Candy #7,Hybrid,,,,"Bakersfield, CA",2200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Strawberry Cheese Cake,Hybrid,,,,"Bakersfield, CA",1900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Girl Scout Tangie,Hybrid,,,,"Bakersfield, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Cheese Cake,Hybrid,,,,"Bakersfield, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,OG Kush /TK,Hybrid,,,,"Baltimore, MD",2100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Church Fire,Hybrid,,,,"Baltimore, MD",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Prince Henry,Hybrid,,,,"Lake Forest, CA",1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Fire OG B,Hybrid,,,,"North Hollywood, CA",2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Fire OG A,Hybrid,,,,"North Hollywood, CA",2200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Donna OG,Hybrid,,,,"Richmond, CA",1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Original White Widow...,Hybrid,,,,"Venice, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,King Henry,Hybrid,,,,"Lake Forest, CA",2100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Mad Scientist Girl...,Hybrid,,,,"Bakersfield, CA",1900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Dream Cookie,Hybrid,,,,"Bakersfield, CA",2100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Fruit Punch,Hybrid,"Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid","Depression, Stress, Pain, Nausea","Sweet, Berry","Richmond, CA",1700,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,False,False,False
1164,Black Magic,Hybrid,,,,"Richmond, CA",1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Treasure Island,Hybrid,,,,"Los Angeles, CA",200,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Poison OG,Hybrid,,,,"Lake Forest, CA",400,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,OD OG Kush,Hybrid,,,,"Richmond, CA",1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,VGH OG,Hybrid,,,,"Long Beach, CA",1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,White Lightening,Hybrid,,,,"Long Beach, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Fire Headband,Hybrid,,,,"Long Beach, CA",1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Khalifornia OG,Hybrid,,,,"Valley Village, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Pineapple Sugar,Hybrid,,,,"Valley Village, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Key Lime Pie,Hybrid,,,,"Richmond, CA",2400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,New Jack City,Hybrid,,,,"Richmond, CA",1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Medusa Space Rock,Hybrid,,,,"Richmond, CA",3500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Blackberry Sherbert,Hybrid,,,,"Richmond, CA",2200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Harle-Tsu,Hybrid,,,,"Los Angeles, CA",300,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,White Buffalo Space Rock,Hybrid,,,,"Richmond, CA",3600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Zombie OG,Hybrid,"Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Paranoid","Insomnia, Stress, Pain, Depression, Inflammation","Earthy, Sweet","Lancaster, CA",1400,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,False,False,False,False
1194,Platinum Girl Scout,Hybrid,,,,"Lancaster, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,OD Chiesel,Hybrid,,,,"Richmond, CA",1900,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Jolly Rancher,Hybrid,,,,"Richmond, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,Purple Cookies,Hybrid,,,,"Richmond, CA",1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Holistic Cookies,Hybrid,,,,"Richmond, CA",1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Golden Galaxy Rocks,Hybrid,,,,"Richmond, CA",3400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,O.D. God Father,Hybrid,,,,"Richmond, CA",1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Galaxy Rocks,Hybrid,,,,"Richmond, CA",2400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Blood Diamond OG,Hybrid,,,,"San Pablo, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Strawberry Banana,Hybrid,,,,"Los Angeles, CA",2400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Grape Jelly,Hybrid,,,,"Richmond, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Buckaroo OG,Hybrid,,,,"Hemet, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Cotton Candy Bubba,Hybrid,,,,"Hemet, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,DJ Short,Hybrid,,,,"Richmond, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Amst. White Widow,Hybrid,,,,"Venice, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Amst. Acid,Hybrid,,,,"Venice, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Blue Sky,Hybrid,,,,"Richmond, CA",1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Alien Rock Candy,Hybrid,,,,"Bakersfield, CA",2200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Alien Melon Chem,Hybrid,,,,"Bakersfield, CA",2300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Girl Scout Candy,Hybrid,,,,"Bakersfield, CA",2300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,KROK OG,Hybrid,,,,"Humboldt, CA",1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Chemdog,Hybrid,,,,"Torrance, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Sovereign OG B,Hybrid,,,,"Northridge, CA",2200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Sovereign OG A,Hybrid,,,,"Northridge, CA",1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Platinum Jack,Hybrid,,,,"Richmond, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Tsunami,Hybrid,,,,"San Juan Capistrano, CA",1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,GSC Cookies,Hybrid,,,,"Richmond, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,All Star Cookie,Hybrid,,,,"Richmond, CA",1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Wedding Cake,Hybrid,,,,"Richmond, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Ace of Spades,Hybrid,"Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious","Stress, Lack of Appetite, Pain, Depression, Insomnia","Earthy, Berry","Richmond, CA",800,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False
1247,Fire Ed,Hybrid,,,,"San Juan Capistrano, CA",1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Royal Flush,Hybrid,,,,"Richmond, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Liberty Haze (W),Hybrid,,,,"Venice, CA",1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Louie XIII OG,Hybrid,,,,"Hollywood, CA",1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Paris OG,Hybrid,"Relaxed, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid","Stress, Insomnia, Pain, Depression, Lack of Appetite","Lemon, Earthy, Pine","Hollywood, CA",1900,0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False
1253,Purple Romulan,Hybrid,,,,"Richmond, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,GT Dragon,Hybrid,,,,"Richmond, CA",1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Pennywise,Hybrid,"Relaxed, Happy, Sleepy, Uplifted, Euphoric, Dry Mouth, Anxious, Paranoid","Stress, Pain, Depression, Insomnia, Inflammation",Earthy,"El Cajon, CA",1500,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,False
1260,Confidential Alien...,Hybrid,,,,"Bakersfield, CA",2100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Wifi (N),Hybrid,,,,", CA",2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,Mr. Nice Guy,Hybrid,,,,"Richmond, CA",1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Cherry Cookies,Hybrid,,,,"Richmond, CA",1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Premium Cherry,Hybrid,,,,"Richmond, CA",1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Strawberry Banana Kush,Hybrid,,,,"Hollywood, CA",2400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Super Jack,Hybrid,"Energetic, Happy, Uplifted, Focused, Creative, Dry Mouth, Anxious, Paranoid","Depression, Stress, Lack of Appetite, Pain","Sweet, Earthy","Hollywood, CA",1900,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,True
1276,Mendo Afgoo,Hybrid,,,,"Los Angeles, CA",1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,Girl Scout Cookies (J),Hybrid,,,,", CA",1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,O.D. Jack Herer,Hybrid,,,,"Richmond, CA",1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Amst Laughing Buddha,Hybrid,,,,"Venice, CA",700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Sonoma Coma,Hybrid,"Euphoric, Happy, Uplifted, Relaxed, Energetic, Dry Mouth, Paranoid","Depression, Stress, Pain, Lack of Appetite, Nausea",Citrus,"Richmond, CA",1900,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False
1284,Silver Jack,Hybrid,,,,"Venice, CA",1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
